purpose,mode,period,area,traveller_type,trip_rate,tt_desc
HBE,Car,PM,7,4,0.002,"Children (0 to 15), in 2 adult household with one car"
HBE,Car,PM,7,5,0.001,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,Car,PM,7,6,0.000,"Children (0 to 15), in 3+ adult household with no car"
HBE,Car,PM,7,7,0.001,"Children (0 to 15), in 3+ adult household with one car"
HBE,Car,PM,7,8,0.001,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,Car,PM,7,9,0.005,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,10,0.035,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,11,0.002,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,12,0.032,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,13,0.024,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,14,0.003,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,15,0.026,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,16,0.026,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,17,0.007,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,18,0.031,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,19,0.002,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,20,0.033,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,21,0.021,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,22,0.003,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,23,0.025,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,24,0.026,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,25,0.001,"male students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,26,0.003,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,27,0.000,"male students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,28,0.004,"male students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,29,0.002,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,30,0.000,"male students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,31,0.003,"male students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,32,0.003,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,33,0.001,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,34,0.003,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,35,0.000,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,36,0.003,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,37,0.002,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,38,0.001,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,39,0.004,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,40,0.004,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,41,0.000,"male 75+, in 1 adult households with no car"
HBE,Car,PM,7,42,0.001,"male 75+, in 1 adult households with one car"
HBE,Car,PM,7,43,0.000,"male 75+, in 2 adult households with no car"
HBE,Car,PM,7,44,0.001,"male 75+, in 2 adult households with one car"
HBE,Car,PM,7,45,0.001,"male 75+, in 2 adult households with two plus cars"
HBE,Car,PM,7,46,0.000,"male 75+, in 3+ adult households with no car"
HBE,Car,PM,7,47,0.002,"male 75+, in 3+ adult households with one car"
HBE,Car,PM,7,48,0.002,"male 75+, in 3+ adult households with two plus cars"
HBE,Car,PM,7,49,0.004,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,50,0.027,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,51,0.002,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,52,0.024,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,53,0.019,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,54,0.003,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,55,0.020,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,56,0.023,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,57,0.004,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,58,0.022,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,59,0.002,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,60,0.024,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,61,0.015,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,62,0.002,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,63,0.022,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,64,0.022,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,65,0.001,"female students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,66,0.005,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,67,0.000,"female students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,68,0.005,"female students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,69,0.003,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,70,0.000,"female students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,71,0.003,"female students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,72,0.003,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,73,0.000,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,7,74,0.001,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,7,75,0.000,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,7,76,0.002,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,7,77,0.001,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,7,78,0.000,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,7,79,0.002,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,7,80,0.002,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,7,81,0.000,"female 75+, in 1 adult households with no car"
HBE,Car,PM,7,82,0.001,"female 75+, in 1 adult households with one or more cars"
HBE,Car,PM,7,83,0.000,"female 75+, in 2 adult households with no car"
HBE,Car,PM,7,84,0.001,"female 75+, in 2 adult households with one car"
HBE,Car,PM,7,85,0.001,"female 75+, in 2 adult households with two plus cars"
HBE,Car,PM,7,86,0.000,"female 75+, in 3+ adult households with no car"
HBE,Car,PM,7,87,0.001,"female 75+, in 3+ adult households with one car"
HBE,Car,PM,7,88,0.001,"female 75+, in 3+ adult households with two plus cars"
HBE,Car,PM,8,1,0.000,"Children (0 to 15), in 1 adult household with no car"
HBE,Car,PM,8,2,0.001,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,Car,PM,8,3,0.000,"Children (0 to 15), in 2 adult household with no car"
HBE,Car,PM,8,4,0.001,"Children (0 to 15), in 2 adult household with one car"
HBE,Car,PM,8,5,0.001,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,Car,PM,8,6,0.000,"Children (0 to 15), in 3+ adult household with no car"
HBE,Car,PM,8,7,0.001,"Children (0 to 15), in 3+ adult household with one car"
HBE,Car,PM,8,8,0.001,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,Car,PM,8,9,0.006,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,10,0.042,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,11,0.003,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,12,0.014,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,13,0.030,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,14,0.004,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,15,0.030,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,16,0.024,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,17,0.008,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,18,0.032,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,19,0.002,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,20,0.019,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,21,0.028,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,22,0.003,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,23,0.026,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,24,0.027,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,25,0.001,"male students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,26,0.003,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,27,0.000,"male students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,28,0.002,"male students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,29,0.003,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,30,0.000,"male students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,31,0.003,"male students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,32,0.003,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,33,0.001,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,34,0.003,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,35,0.000,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,36,0.002,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,37,0.003,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,38,0.001,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,39,0.005,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,40,0.005,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,41,0.000,"male 75+, in 1 adult households with no car"
HBE,Car,PM,8,42,0.001,"male 75+, in 1 adult households with one car"
HBE,Car,PM,8,43,0.000,"male 75+, in 2 adult households with no car"
HBE,Car,PM,8,44,0.001,"male 75+, in 2 adult households with one car"
HBE,Car,PM,8,45,0.002,"male 75+, in 2 adult households with two plus cars"
HBE,Car,PM,8,46,0.000,"male 75+, in 3+ adult households with no car"
HBE,Car,PM,8,47,0.002,"male 75+, in 3+ adult households with one car"
HBE,Car,PM,8,48,0.003,"male 75+, in 3+ adult households with two plus cars"
HBE,Car,PM,8,49,0.005,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,50,0.030,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,51,0.002,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,52,0.016,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,53,0.023,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,54,0.003,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,55,0.022,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,56,0.033,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,57,0.004,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,58,0.022,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,59,0.002,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,60,0.014,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,61,0.031,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,62,0.002,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,63,0.021,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,64,0.022,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,65,0.001,"female students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,66,0.004,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,67,0.000,"female students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,68,0.003,"female students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,69,0.004,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,70,0.000,"female students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,71,0.003,"female students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,72,0.003,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,73,0.000,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,Car,PM,8,74,0.002,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,Car,PM,8,75,0.000,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,Car,PM,8,76,0.001,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,Car,PM,8,77,0.002,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,Car,PM,8,78,0.000,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,Car,PM,8,79,0.003,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,Car,PM,8,80,0.002,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,Car,PM,8,81,0.000,"female 75+, in 1 adult households with no car"
HBE,Car,PM,8,82,0.001,"female 75+, in 1 adult households with one or more cars"
HBE,Car,PM,8,83,0.000,"female 75+, in 2 adult households with no car"
HBE,Car,PM,8,84,0.000,"female 75+, in 2 adult households with one car"
HBE,Car,PM,8,85,0.001,"female 75+, in 2 adult households with two plus cars"
HBE,Car,PM,8,86,0.000,"female 75+, in 3+ adult households with no car"
HBE,Car,PM,8,87,0.001,"female 75+, in 3+ adult households with one car"
HBE,Car,PM,8,88,0.001,"female 75+, in 3+ adult households with two plus cars"
HBE,PT,AM,3,1,0.001,"Children (0 to 15), in 1 adult household with no car"
HBE,PT,AM,3,2,0.000,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,PT,AM,3,3,0.001,"Children (0 to 15), in 2 adult household with no car"
HBE,PT,AM,3,4,0.000,"Children (0 to 15), in 2 adult household with one car"
HBE,PT,AM,3,5,0.000,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,PT,AM,3,6,0.001,"Children (0 to 15), in 3+ adult household with no car"
HBE,PT,AM,3,7,0.000,"Children (0 to 15), in 3+ adult household with one car"
HBE,PT,AM,3,8,0.000,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,PT,AM,3,9,0.057,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,10,0.012,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,11,0.053,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,12,0.012,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,13,0.013,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,14,0.070,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,15,0.012,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,16,0.003,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,17,0.093,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,18,0.012,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,19,0.065,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,20,0.020,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,21,0.014,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,22,0.074,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,23,0.015,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,24,0.009,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,25,0.010,"male students (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,26,0.001,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,27,0.011,"male students (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,28,0.002,"male students (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,29,0.001,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,30,0.010,"male students (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,31,0.002,"male students (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,32,0.001,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,33,0.007,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,34,0.001,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,35,0.007,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,36,0.002,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,37,0.001,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,38,0.010,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,39,0.002,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,40,0.001,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,41,0.001,"male 75+, in 1 adult households with no car"
HBE,PT,AM,3,42,0.000,"male 75+, in 1 adult households with one car"
HBE,PT,AM,3,43,0.001,"male 75+, in 2 adult households with no car"
HBE,PT,AM,3,44,0.001,"male 75+, in 2 adult households with one car"
HBE,PT,AM,3,45,0.001,"male 75+, in 2 adult households with two plus cars"
HBE,PT,AM,3,46,0.000,"male 75+, in 3+ adult households with no car"
HBE,PT,AM,3,47,0.001,"male 75+, in 3+ adult households with one car"
HBE,PT,AM,3,48,0.001,"male 75+, in 3+ adult households with two plus cars"
HBE,PT,AM,3,49,0.043,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,50,0.009,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,51,0.041,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,52,0.012,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,53,0.017,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,54,0.053,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,55,0.009,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,56,0.007,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,57,0.057,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,58,0.009,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,59,0.042,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,60,0.014,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,61,0.010,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,62,0.053,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,63,0.012,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,64,0.008,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,65,0.011,"female students (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,66,0.002,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,67,0.011,"female students (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,68,0.003,"female students (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,69,0.002,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,70,0.010,"female students (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,71,0.002,"female students (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,72,0.001,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,73,0.003,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,AM,3,74,0.000,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,3,75,0.004,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,AM,3,76,0.001,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,AM,3,77,0.001,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,3,78,0.005,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,3,79,0.001,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,3,80,0.001,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,3,81,0.000,"female 75+, in 1 adult households with no car"
HBE,PT,AM,3,82,0.000,"female 75+, in 1 adult households with one or more cars"
HBE,PT,AM,3,83,0.000,"female 75+, in 2 adult households with no car"
HBE,PT,AM,3,84,0.000,"female 75+, in 2 adult households with one car"
HBE,PT,AM,3,85,0.000,"female 75+, in 2 adult households with two plus cars"
HBE,PT,AM,3,86,0.000,"female 75+, in 3+ adult households with no car"
HBE,PT,AM,3,87,0.001,"female 75+, in 3+ adult households with one car"
HBE,PT,AM,3,88,0.000,"female 75+, in 3+ adult households with two plus cars"
HBE,PT,AM,4,1,0.002,"Children (0 to 15), in 1 adult household with no car"
HBE,PT,AM,4,2,0.000,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,PT,AM,4,3,0.002,"Children (0 to 15), in 2 adult household with no car"
HBE,PT,AM,4,4,0.000,"Children (0 to 15), in 2 adult household with one car"
HBE,PT,AM,4,5,0.000,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,PT,AM,4,6,0.002,"Children (0 to 15), in 3+ adult household with no car"
HBE,PT,AM,4,7,0.001,"Children (0 to 15), in 3+ adult household with one car"
HBE,PT,AM,4,8,0.000,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,PT,AM,4,9,0.061,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,4,10,0.011,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,4,11,0.057,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,4,12,0.019,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,4,13,0.022,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,4,14,0.075,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,4,15,0.031,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,4,16,0.012,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,4,17,0.093,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,4,18,0.011,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,4,19,0.065,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,4,20,0.018,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,4,21,0.017,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,4,22,0.075,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,4,23,0.034,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,4,24,0.010,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,4,25,0.010,"male students (16 to 74), in 1 adult households with no car"
HBE,PT,AM,4,26,0.001,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,4,27,0.011,"male students (16 to 74), in 2 adult households with no car"
HBE,PT,AM,4,28,0.002,"male students (16 to 74), in 2 adult households with one car"
HBE,PT,AM,4,29,0.002,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,4,30,0.010,"male students (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,4,31,0.004,"male students (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,4,32,0.001,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,4,33,0.008,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,AM,4,34,0.001,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,4,35,0.008,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,AM,4,36,0.001,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,AM,4,37,0.001,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,4,38,0.011,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,4,39,0.004,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,4,40,0.001,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,4,41,0.001,"male 75+, in 1 adult households with no car"
HBE,PT,AM,4,42,0.000,"male 75+, in 1 adult households with one car"
HBE,PT,AM,4,43,0.001,"male 75+, in 2 adult households with no car"
HBE,PT,AM,4,44,0.000,"male 75+, in 2 adult households with one car"
HBE,PT,AM,4,45,0.001,"male 75+, in 2 adult households with two plus cars"
HBE,PT,AM,4,46,0.000,"male 75+, in 3+ adult households with no car"
HBE,PT,AM,4,47,0.003,"male 75+, in 3+ adult households with one car"
HBE,PT,AM,4,48,0.001,"male 75+, in 3+ adult households with two plus cars"
HBE,PT,AM,4,49,0.046,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,4,50,0.009,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,4,51,0.043,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,4,52,0.011,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,4,53,0.012,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,4,54,0.057,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,4,55,0.023,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,AM,4,56,0.008,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,AM,4,57,0.058,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,AM,4,58,0.008,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,AM,4,59,0.043,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,AM,4,60,0.013,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,AM,4,61,0.012,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,AM,4,62,0.055,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,AM,4,63,0.028,"females in part time employment (16 to 74), in 3+ adult households with one car"
