purpose,mode,period,area,work_type,traveller_type,trip_rate,tt_desc
HBE,PT,IP,3,ALL,43,0,"male 75+, in 2 adult households with no car"
HBE,PT,IP,3,ALL,44,0,"male 75+, in 2 adult households with one car"
HBE,PT,IP,3,ALL,45,0,"male 75+, in 2 adult households with two plus cars"
HBE,PT,IP,3,ALL,46,0,"male 75+, in 3+ adult households with no car"
HBE,PT,IP,3,ALL,47,0.001,"male 75+, in 3+ adult households with one car"
HBE,PT,IP,3,ALL,48,0.001,"male 75+, in 3+ adult households with two plus cars"
HBE,PT,IP,3,WAH,49,0.020573464,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,WAH,50,0.004571881,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,WAH,51,0.017525543,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,WAH,52,0.006857821,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,WAH,53,0.003809901,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,WAH,54,0.022859404,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,WAH,55,0.004571881,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,WAH,56,0.005333861,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,3,WAH,57,0.027431285,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,WAH,58,0.004571881,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,WAH,59,0.018287523,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,WAH,60,0.008381782,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,WAH,61,0.003047921,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,WAH,62,0.022097424,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,WAH,63,0.006095841,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,WAH,64,0.006095841,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,3,ALL,65,0.007,"female students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,ALL,66,0.001,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,ALL,67,0.006,"female students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,ALL,68,0.002,"female students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,ALL,69,0.001,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,ALL,70,0.006,"female students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,ALL,71,0.001,"female students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,ALL,72,0.001,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,3,ALL,73,0.002,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,ALL,74,0,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,ALL,76,0.001,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,ALL,77,0,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,ALL,78,0.003,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,ALL,79,0.001,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,ALL,80,0.001,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,3,ALL,81,0,"female 75+, in 1 adult households with no car"
HBE,PT,IP,3,ALL,82,0,"female 75+, in 1 adult households with one or more cars"
HBE,PT,IP,3,ALL,83,0,"female 75+, in 2 adult households with no car"
HBE,PT,IP,3,ALL,84,0,"female 75+, in 2 adult households with one car"
HBE,PT,IP,3,ALL,85,0,"female 75+, in 2 adult households with two plus cars"
HBE,PT,IP,3,ALL,86,0,"female 75+, in 3+ adult households with no car"
HBE,PT,IP,3,ALL,87,0,"female 75+, in 3+ adult households with one car"
HBE,PT,IP,3,ALL,88,0,"female 75+, in 3+ adult households with two plus cars"
HBE,PT,IP,3,WBC,9,0.038815508,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,WBC,10,0.008625669,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,WBC,11,0.032346257,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,WBC,12,0.012938503,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,WBC,13,0.006469251,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,WBC,14,0.042050134,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,WBC,15,0.009703877,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,WBC,16,0.008625669,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,3,WBC,17,0.063614305,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,WBC,18,0.008625669,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,WBC,19,0.039893717,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,WBC,20,0.016173128,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,WBC,21,0.006469251,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,WBC,22,0.044206551,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,WBC,23,0.010782086,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,WBC,24,0.009703877,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,3,WBC,49,0.029111631,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,WBC,50,0.006469251,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,WBC,51,0.024798797,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,WBC,52,0.009703877,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,WBC,53,0.005391043,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,WBC,54,0.032346257,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,WBC,55,0.006469251,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,WBC,56,0.00754746,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,3,WBC,57,0.038815508,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,3,WBC,58,0.006469251,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,3,WBC,59,0.025877006,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,3,WBC,60,0.011860294,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,3,WBC,61,0.004312834,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,3,WBC,62,0.031268048,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,3,WBC,63,0.008625669,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,3,WBC,64,0.008625669,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,ALL,1,0.001,"Children (0 to 15), in 1 adult household with no car"
HBE,PT,IP,4,ALL,2,0,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,PT,IP,4,ALL,3,0.001,"Children (0 to 15), in 2 adult household with no car"
HBE,PT,IP,4,ALL,4,0,"Children (0 to 15), in 2 adult household with one car"
HBE,PT,IP,4,ALL,5,0,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,PT,IP,4,ALL,6,0.001,"Children (0 to 15), in 3+ adult household with no car"
HBE,PT,IP,4,ALL,7,0,"Children (0 to 15), in 3+ adult household with one car"
HBE,PT,IP,4,ALL,8,0,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,PT,IP,4,WAH,9,0.028955245,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WAH,10,0.012191682,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WAH,11,0.024383364,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WAH,12,0.007619801,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WAH,13,0.006857821,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WAH,14,0.032003166,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WAH,15,0.008381782,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WAH,16,0.007619801,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,WAH,17,0.044956828,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WAH,18,0.011429702,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WAH,19,0.028193265,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WAH,20,0.009905742,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WAH,21,0.006095841,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WAH,22,0.032003166,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WAH,23,0.009143762,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WAH,24,0.007619801,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,ALL,25,0.006,"male students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,ALL,26,0.002,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,ALL,27,0.006,"male students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,ALL,28,0.002,"male students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,ALL,29,0.001,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,ALL,30,0.005,"male students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,ALL,31,0.001,"male students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,ALL,32,0.001,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,ALL,33,0.005,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,ALL,34,0.001,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,ALL,35,0.005,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,ALL,36,0.001,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,ALL,37,0.001,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,ALL,38,0.006,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,ALL,39,0.002,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,ALL,40,0.001,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,ALL,41,0,"male 75+, in 1 adult households with no car"
HBE,PT,IP,4,ALL,42,0.001,"male 75+, in 1 adult households with one car"
HBE,PT,IP,4,ALL,43,0,"male 75+, in 2 adult households with no car"
HBE,PT,IP,4,ALL,44,0,"male 75+, in 2 adult households with one car"
HBE,PT,IP,4,ALL,45,0,"male 75+, in 2 adult households with two plus cars"
HBE,PT,IP,4,ALL,46,0,"male 75+, in 3+ adult households with no car"
HBE,PT,IP,4,ALL,47,0.001,"male 75+, in 3+ adult households with one car"
HBE,PT,IP,4,ALL,48,0.001,"male 75+, in 3+ adult households with two plus cars"
HBE,PT,IP,4,WAH,49,0.022097424,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WAH,50,0.009143762,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WAH,51,0.018287523,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WAH,52,0.006857821,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WAH,53,0.004571881,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WAH,54,0.023621384,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WAH,55,0.006095841,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WAH,56,0.006095841,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,WAH,57,0.028193265,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WAH,58,0.008381782,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WAH,59,0.018287523,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WAH,60,0.007619801,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WAH,61,0.004571881,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WAH,62,0.023621384,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WAH,63,0.007619801,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WAH,64,0.006095841,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,ALL,65,0.007,"female students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,ALL,66,0.002,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,ALL,67,0.006,"female students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,ALL,68,0.002,"female students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,ALL,69,0.001,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,ALL,70,0.006,"female students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,ALL,71,0.002,"female students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,ALL,72,0.001,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,ALL,73,0.002,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,ALL,74,0.001,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,ALL,76,0.001,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,ALL,77,0,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,ALL,78,0.003,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,ALL,79,0.001,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,ALL,80,0.001,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,ALL,81,0,"female 75+, in 1 adult households with no car"
HBE,PT,IP,4,ALL,82,0,"female 75+, in 1 adult households with one or more cars"
HBE,PT,IP,4,ALL,83,0,"female 75+, in 2 adult households with no car"
HBE,PT,IP,4,ALL,84,0,"female 75+, in 2 adult households with one car"
HBE,PT,IP,4,ALL,85,0,"female 75+, in 2 adult households with two plus cars"
HBE,PT,IP,4,ALL,86,0,"female 75+, in 3+ adult households with no car"
HBE,PT,IP,4,ALL,87,0,"female 75+, in 3+ adult households with one car"
HBE,PT,IP,4,ALL,88,0,"female 75+, in 3+ adult households with two plus cars"
HBE,PT,IP,4,WBC,9,0.040971926,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WBC,10,0.017251337,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WBC,11,0.034502674,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WBC,12,0.010782086,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WBC,13,0.009703877,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WBC,14,0.04528476,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WBC,15,0.011860294,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WBC,16,0.010782086,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,WBC,17,0.063614305,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WBC,18,0.016173128,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WBC,19,0.039893717,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WBC,20,0.014016711,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WBC,21,0.008625669,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WBC,22,0.04528476,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WBC,23,0.012938503,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WBC,24,0.010782086,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,WBC,49,0.031268048,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WBC,50,0.012938503,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WBC,51,0.025877006,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WBC,52,0.009703877,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WBC,53,0.006469251,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WBC,54,0.033424466,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WBC,55,0.008625669,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WBC,56,0.008625669,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,4,WBC,57,0.039893717,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,4,WBC,58,0.011860294,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,4,WBC,59,0.025877006,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,4,WBC,60,0.010782086,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,4,WBC,61,0.006469251,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,4,WBC,62,0.033424466,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,4,WBC,63,0.010782086,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,4,WBC,64,0.008625669,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,ALL,1,0.002,"Children (0 to 15), in 1 adult household with no car"
HBE,PT,IP,5,ALL,2,0,"Children (0 to 15),in 1 adult household with one or more cars"
HBE,PT,IP,5,ALL,3,0.002,"Children (0 to 15), in 2 adult household with no car"
HBE,PT,IP,5,ALL,4,0,"Children (0 to 15), in 2 adult household with one car"
HBE,PT,IP,5,ALL,5,0,"Children (0 to 15), in 2 adult household with two or more cars"
HBE,PT,IP,5,ALL,6,0.002,"Children (0 to 15), in 3+ adult household with no car"
HBE,PT,IP,5,ALL,7,0,"Children (0 to 15), in 3+ adult household with one car"
HBE,PT,IP,5,ALL,8,0,"Children (0 to 15), in 3+ adult household with two or more cars"
HBE,PT,IP,5,WAH,9,0.028193265,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,WAH,10,0.005333861,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,WAH,11,0.023621384,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,WAH,12,0.005333861,"males in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,WAH,13,0.006857821,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,WAH,14,0.030479206,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,WAH,15,0.003047921,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,WAH,16,0.005333861,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,WAH,17,0.044194848,"males in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,WAH,18,0.007619801,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,WAH,19,0.027431285,"males in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,WAH,20,0.006857821,"males in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,WAH,21,0.006095841,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,WAH,22,0.031241186,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,WAH,23,0.003809901,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,WAH,24,0.003809901,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,ALL,25,0.006,"male students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,ALL,26,0.001,"male students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,ALL,27,0.006,"male students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,ALL,28,0.001,"male students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,ALL,29,0.001,"male students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,ALL,30,0.005,"male students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,ALL,31,0.001,"male students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,ALL,32,0,"male students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,ALL,33,0.005,"male not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,ALL,34,0.001,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,ALL,35,0.004,"male not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,ALL,36,0.001,"male not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,ALL,37,0.001,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,ALL,38,0.006,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,ALL,39,0.001,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,ALL,40,0.001,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,ALL,41,0,"male 75+, in 1 adult households with no car"
HBE,PT,IP,5,ALL,42,0,"male 75+, in 1 adult households with one car"
HBE,PT,IP,5,ALL,43,0,"male 75+, in 2 adult households with no car"
HBE,PT,IP,5,ALL,44,0,"male 75+, in 2 adult households with one car"
HBE,PT,IP,5,ALL,45,0,"male 75+, in 2 adult households with two plus cars"
HBE,PT,IP,5,ALL,46,0,"male 75+, in 3+ adult households with no car"
HBE,PT,IP,5,ALL,47,0,"male 75+, in 3+ adult households with one car"
HBE,PT,IP,5,ALL,48,0,"male 75+, in 3+ adult households with two plus cars"
HBE,PT,IP,5,WAH,49,0.020573464,"females in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,WAH,50,0.009143762,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,WAH,51,0.017525543,"females in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,WAH,52,0.004571881,"females in full time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,WAH,53,0.004571881,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,WAH,54,0.022859404,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,WAH,55,0.003047921,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,WAH,56,0.00228594,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,WAH,57,0.026669305,"females in part time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,WAH,58,0.005333861,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,WAH,59,0.017525543,"females in part time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,WAH,60,0.004571881,"females in part time employment (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,WAH,61,0.00228594,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,WAH,62,0.022859404,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,WAH,63,0.003047921,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,WAH,64,0,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,ALL,65,0.007,"female students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,ALL,66,0.002,"female students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,ALL,67,0.006,"female students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,ALL,68,0.001,"female students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,ALL,69,0.001,"female students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,ALL,70,0.006,"female students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,ALL,71,0.001,"female students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,ALL,72,0.001,"female students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,ALL,73,0.002,"female not employed / students (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,ALL,74,0,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,ALL,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,ALL,76,0,"female not employed / students (16 to 74), in 2 adult households with one car"
HBE,PT,IP,5,ALL,77,0,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBE,PT,IP,5,ALL,78,0.003,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBE,PT,IP,5,ALL,79,0,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBE,PT,IP,5,ALL,80,0,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBE,PT,IP,5,ALL,81,0,"female 75+, in 1 adult households with no car"
HBE,PT,IP,5,ALL,82,0,"female 75+, in 1 adult households with one or more cars"
HBE,PT,IP,5,ALL,83,0,"female 75+, in 2 adult households with no car"
HBE,PT,IP,5,ALL,84,0,"female 75+, in 2 adult households with one car"
HBE,PT,IP,5,ALL,85,0,"female 75+, in 2 adult households with two plus cars"
HBE,PT,IP,5,ALL,86,0,"female 75+, in 3+ adult households with no car"
HBE,PT,IP,5,ALL,87,0,"female 75+, in 3+ adult households with one car"
HBE,PT,IP,5,ALL,88,0,"female 75+, in 3+ adult households with two plus cars"
HBE,PT,IP,5,WBC,9,0.039893717,"males in full time employment (16 to 74), in 1 adult households with no car"
HBE,PT,IP,5,WBC,10,0.00754746,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBE,PT,IP,5,WBC,11,0.033424466,"males in full time employment (16 to 74), in 2 adult households with no car"
HBE,PT,IP,5,WBC,12,0.00754746,"males in full time employment (16 to 74), in 2 adult households with one car"
